Customer_ID,Recency,Frequency,MonetaryValue,Country
13264,443,1,509.46000000000004,United_Kingdom
13265,53,5,2025.16,United_Kingdom
13266,11,18,4883.61,United_Kingdom
13268,18,10,2928.03,United_Kingdom
13270,366,1,1180.0,United_Kingdom
13271,37,1,208.5,United_Kingdom
13272,31,2,243.86,United_Kingdom
13273,113,1,117.61,United_Kingdom
13274,409,1,327.4,United_Kingdom
13275,384,2,229.06,United_Kingdom
13276,64,5,1844.16,United_Kingdom
13277,16,7,523.3,United_Kingdom
13278,41,4,1292.93,United_Kingdom
13279,78,1,135.41,United_Kingdom
13280,122,7,2054.94,United_Kingdom
13281,439,1,299.55,United_Kingdom
13282,18,4,1282.74,United_Kingdom
13283,60,4,336.16,United_Kingdom
13284,331,1,171.64,United_Kingdom
13285,23,6,3244.9900000000002,United_Kingdom
13286,600,1,558.41,United_Kingdom
13287,603,3,732.59,United_Kingdom
13288,520,1,228.97000000000003,United_Kingdom
13291,156,11,2914.95,United_Kingdom
13292,39,5,949.51,United_Kingdom
13293,392,6,1036.29,United_Kingdom
13294,190,3,1549.83,United_Kingdom
13295,360,4,954.6700000000001,United_Kingdom
13296,137,6,664.86,United_Kingdom
13297,8,7,4077.41,United_Kingdom
13298,1,1,270.0,United_Kingdom
13299,268,3,1167.64,United_Kingdom
13300,169,3,1213.96,United_Kingdom
13301,104,4,520.77,United_Kingdom
13302,527,1,18.95,United_Kingdom
13303,400,1,61.72,United_Kingdom
13304,351,4,874.04,United_Kingdom
13305,4,16,3214.95,United_Kingdom
13306,430,1,53.65,United_Kingdom
13307,120,3,196.84,United_Kingdom
13308,23,4,1640.3700000000001,United_Kingdom
13309,7,6,1569.14,United_Kingdom
13310,28,5,1353.4,United_Kingdom
13311,4,2,519.07,United_Kingdom
13312,451,1,118.9,United_Kingdom
13313,22,11,2483.04,United_Kingdom
13314,2,3,710.72,United_Kingdom
13317,66,19,6004.29,United_Kingdom
13318,1,3,640.76,United_Kingdom
13320,78,6,2179.3,United_Kingdom
13321,72,2,549.66,United_Kingdom
13322,17,1,131.86,United_Kingdom
13323,3,5,736.85,United_Kingdom
13325,82,1,675.3,United_Kingdom
13326,432,1,281.76,United_Kingdom
13328,316,1,1308.48,United_Kingdom
13329,32,8,5112.97,United_Kingdom
13330,93,6,2714.03,United_Kingdom
13331,402,1,262.4,United_Kingdom
13332,14,1,333.05,United_Kingdom
13333,411,3,958.0400000000001,United_Kingdom
13334,82,5,5069.87,United_Kingdom
13336,77,1,795.12,United_Kingdom
13337,546,1,1454.51,United_Kingdom
13338,158,4,2173.47,United_Kingdom
13339,201,1,730.22,United_Kingdom
13341,261,1,755.95,United_Kingdom
13343,178,1,303.43,United_Kingdom
13344,68,3,2454.32,United_Kingdom
13345,288,1,339.5,United_Kingdom
13346,498,3,150.0,United_Kingdom
13347,70,1,291.36,United_Kingdom
13348,64,1,223.56,United_Kingdom
13349,11,1,197.32,United_Kingdom
13350,16,2,836.82,United_Kingdom
13351,66,1,323.94,United_Kingdom
13352,60,1,328.18,United_Kingdom
13354,71,1,730.09,United_Kingdom
13355,122,1,636.2,United_Kingdom
13356,80,1,762.44,United_Kingdom
13357,257,5,3357.99,United_Kingdom
13358,269,1,350.9,United_Kingdom
13359,64,2,943.3100000000001,United_Kingdom
13360,432,4,1447.85,United_Kingdom
13361,472,2,1321.2,United_Kingdom
13362,9,7,4559.6900000000005,United_Kingdom
13363,18,3,1623.8600000000001,United_Kingdom
13364,71,1,123.36,United_Kingdom
13365,34,2,2174.47,United_Kingdom
13366,50,1,56.16,United_Kingdom
13367,432,1,460.2,United_Kingdom
13368,257,4,1021.5,United_Kingdom
13369,366,1,331.96000000000004,United_Kingdom
13370,372,1,1509.74,United_Kingdom
13371,505,2,2074.66,United_Kingdom
13372,90,1,268.44,United_Kingdom
13373,61,6,7193.76,United_Kingdom
13374,415,2,322.4,United_Kingdom
13375,89,2,1755.73,United_Kingdom
13376,99,3,799.86,United_Kingdom
13377,397,2,1242.42,United_Kingdom
13379,26,3,531.11,United_Kingdom
13380,433,1,62.4,United_Kingdom
13381,32,12,8040.37,United_Kingdom
13382,281,5,1282.88,United_Kingdom
13383,544,1,305.28000000000003,United_Kingdom
13384,31,11,6551.68,United_Kingdom
13385,330,1,494.97,United_Kingdom
13386,414,2,835.46,United_Kingdom
13387,417,1,158.59,United_Kingdom
13388,131,3,1132.55,United_Kingdom
13389,11,3,744.65,United_Kingdom
13390,75,1,544.08,United_Kingdom
13391,204,1,59.8,United_Kingdom
13393,584,4,816.64,United_Kingdom
13394,2,19,5947.860000000001,United_Kingdom
13395,185,3,1156.29,United_Kingdom
13396,29,2,1344.64,United_Kingdom
13397,73,10,2329.37,United_Kingdom
13398,192,2,670.34,United_Kingdom
13399,464,3,236.4,United_Kingdom
13400,583,1,245.57999999999998,United_Kingdom
13402,127,4,1527.81,United_Kingdom
13403,18,3,229.5,United_Kingdom
13404,1,2,252.49,United_Kingdom
13405,204,5,1167.91,United_Kingdom
13406,427,2,568.92,United_Kingdom
13407,579,3,2139.4,United_Kingdom
13410,24,9,2142.56,United_Kingdom
13411,107,1,152.0,United_Kingdom
13412,620,1,421.35,United_Kingdom
13414,134,6,2377.7400000000002,United_Kingdom
13415,473,4,454.39,United_Kingdom
13416,44,3,569.3000000000001,United_Kingdom
13417,5,6,1547.09,United_Kingdom
13419,64,1,168.96,United_Kingdom
13420,150,2,149.35,United_Kingdom
13421,40,8,3177.83,United_Kingdom
13422,64,1,2626.3,United_Kingdom
13423,429,1,217.03,United_Kingdom
13424,450,1,537.37,United_Kingdom
13425,108,5,3025.68,United_Kingdom
13427,19,6,947.73,United_Kingdom
13428,10,3,437.07,United_Kingdom
13429,11,4,962.24,United_Kingdom
13430,19,2,660.01,United_Kingdom
13431,67,8,3248.4,United_Kingdom
13432,571,2,376.44,United_Kingdom
13433,501,4,575.97,United_Kingdom
13434,74,5,1666.8600000000001,United_Kingdom
13435,5,9,4381.91,United_Kingdom
13436,2,1,196.89,United_Kingdom
13437,14,7,3307.34,United_Kingdom
13438,547,1,46.5,United_Kingdom
13439,255,3,909.1,United_Kingdom
13440,423,7,1295.25,United_Kingdom
13441,92,2,720.9,United_Kingdom
13443,449,6,1092.21,United_Kingdom
13444,374,2,568.59,United_Kingdom
13446,430,11,3509.03,United_Kingdom
13447,23,3,1061.98,United_Kingdom
13448,17,12,8328.630000000001,United_Kingdom
13449,24,1,274.18,United_Kingdom
13450,27,13,4109.54,United_Kingdom
13451,26,11,6610.23,United_Kingdom
13452,259,2,590.0,United_Kingdom
13453,166,3,591.89,United_Kingdom
13455,25,6,2560.33,United_Kingdom
13456,18,6,1733.52,United_Kingdom
13460,29,2,157.34,United_Kingdom
13461,39,6,3544.0,United_Kingdom
13462,253,5,947.71,United_Kingdom
13464,58,6,2965.04,United_Kingdom
13465,446,2,806.0699999999999,United_Kingdom
13466,184,5,829.55,United_Kingdom
13467,11,2,1016.0600000000001,United_Kingdom
13470,99,2,165.0,United_Kingdom
13471,1,4,2408.41,United_Kingdom
13472,464,2,490.14,United_Kingdom
13473,61,8,2103.47,United_Kingdom
13474,236,3,583.58,United_Kingdom
13475,191,4,1249.92,United_Kingdom
13476,179,5,1857.17,United_Kingdom
13477,38,11,2613.42,United_Kingdom
13478,469,5,1812.73,United_Kingdom
13479,201,4,791.82,United_Kingdom
13480,417,2,475.47,United_Kingdom
13481,46,11,3596.2400000000002,United_Kingdom
13482,232,2,300.39,United_Kingdom
13483,66,1,140.34,United_Kingdom
13484,241,3,754.22,United_Kingdom
13485,233,11,2948.52,United_Kingdom
13486,78,3,1014.76,United_Kingdom
13487,58,5,715.97,United_Kingdom
13489,105,4,427.92,United_Kingdom
13492,136,3,1269.84,Switzerland
13493,275,2,498.63,Switzerland
13494,312,1,138.51,United_Kingdom
13495,8,10,4652.82,United_Kingdom
13496,11,2,606.53,United_Kingdom
13497,283,6,1226.43,United_Kingdom
13499,18,5,1080.21,United_Kingdom
13500,23,4,1423.15,United_Kingdom
13501,288,3,2610.68,Switzerland
13502,17,5,648.8,United_Kingdom
13503,71,5,1362.75,United_Kingdom
13504,64,1,280.93,United_Kingdom
13505,73,4,3225.0,Switzerland
13506,316,5,1519.5,United_Kingdom
13507,3,4,2294.15,United_Kingdom
13508,244,2,179.4,United_Kingdom
13509,9,7,1099.72,United_Kingdom
13510,1,11,3986.7400000000002,United_Kingdom
13512,261,4,598.64,United_Kingdom
13513,127,3,650.95,United_Kingdom
13514,74,4,619.0,United_Kingdom
13515,73,6,1034.82,United_Kingdom
13516,21,4,1685.26,United_Kingdom
13517,60,3,1833.5900000000001,United_Kingdom
13518,86,1,659.44,United_Kingdom
13519,78,2,343.21,United_Kingdom
13520,59,11,5042.01,Switzerland
13521,1,3,1048.92,United_Kingdom
13522,30,1,125.80000000000001,United_Kingdom
13523,33,6,4958.42,United_Kingdom
13524,41,5,543.48,United_Kingdom
13525,15,2,577.9,United_Kingdom
13527,34,12,4395.21,United_Kingdom
13529,79,2,307.76,United_Kingdom
13531,205,6,1155.57,United_Kingdom
13532,34,1,188.71,United_Kingdom
13533,183,3,247.27,United_Kingdom
13535,403,1,89.5,United_Kingdom
13536,1,7,3439.79,United_Kingdom
13537,426,2,645.1,United_Kingdom
13538,43,12,2979.35,United_Kingdom
13539,86,7,1311.66,United_Kingdom
13540,467,3,571.8100000000001,United_Kingdom
13541,427,2,622.05,United_Kingdom
13542,377,17,3441.69,United_Kingdom
13544,40,6,694.36,United_Kingdom
13545,391,2,321.84000000000003,United_Kingdom
13546,12,5,1004.05,United_Kingdom
13547,408,1,135.28,United_Kingdom
13548,96,3,779.65,United_Kingdom
13549,26,8,904.1,United_Kingdom
13550,383,1,297.31,United_Kingdom
13551,319,2,208.49999999999997,United_Kingdom
13554,380,7,1594.48,United_Kingdom
13555,74,13,8279.26,United_Kingdom
13556,429,2,200.82,United_Kingdom
13557,28,12,2134.38,United_Kingdom
13558,6,4,562.14,United_Kingdom
13559,513,2,990.0,United_Kingdom
13560,7,1,168.54,United_Kingdom
13561,216,10,1510.55,United_Kingdom
13562,82,8,3376.73,United_Kingdom
13563,84,2,738.48,United_Kingdom
13565,19,3,405.2,United_Kingdom
13566,41,5,1542.97,United_Kingdom
13567,428,4,988.34,United_Kingdom
13568,173,1,174.8,United_Kingdom
13569,17,4,786.49,United_Kingdom
13570,243,1,227.96,United_Kingdom
13572,206,1,1303.75,United_Kingdom
13573,50,6,824.6,United_Kingdom
13574,411,1,376.15,United_Kingdom
13575,23,5,714.37,United_Kingdom
13577,25,11,3022.38,United_Kingdom
13578,409,1,147.66,United_Kingdom
13579,15,5,1513.96,United_Kingdom
13580,406,1,67.8,United_Kingdom
13581,309,2,181.35,United_Kingdom
13582,390,2,179.48000000000002,United_Kingdom
13583,156,2,1289.6100000000001,United_Kingdom
13584,307,3,270.1,United_Kingdom
13585,531,3,684.54,United_Kingdom
13586,541,1,112.13,United_Kingdom
13587,64,4,1313.5,United_Kingdom
13588,16,9,2409.65,United_Kingdom
13589,15,6,1046.44,United_Kingdom
13590,11,17,5245.650000000001,United_Kingdom
13591,65,7,1932.44,United_Kingdom
13592,36,4,230.10999999999999,United_Kingdom
13593,108,14,4508.75,United_Kingdom
13594,53,2,497.37,United_Kingdom
13595,517,3,694.07,United_Kingdom
13596,6,2,692.89,United_Kingdom
13597,400,2,244.16,United_Kingdom
13598,47,4,663.0,United_Kingdom
13600,312,2,348.25,United_Kingdom
13601,45,4,989.18,United_Kingdom
13602,65,4,1010.1700000000001,United_Kingdom
13603,26,1,161.82,United_Kingdom
13605,387,2,462.27,United_Kingdom
13606,29,3,249.94,United_Kingdom
13607,40,2,971.9300000000001,United_Kingdom
13608,541,1,236.2,United_Kingdom
13609,593,1,150.4,United_Kingdom
13610,12,14,1953.25,United_Kingdom
13611,89,10,3110.16,United_Kingdom
13613,453,5,909.85,United_Kingdom
13614,24,6,2282.19,United_Kingdom
13615,319,8,5727.39,United_Kingdom
13616,568,2,263.35,United_Kingdom
13617,40,8,1206.65,United_Kingdom
13618,174,1,163.66,United_Kingdom
13619,545,2,138.79,United_Kingdom
13620,528,1,112.34,United_Kingdom
13621,117,1,213.85,United_Kingdom
13623,31,10,1884.24,United_Kingdom
13624,388,1,462.08,United_Kingdom
13625,597,1,301.26,United_Kingdom
13626,253,2,707.04,United_Kingdom
13627,59,7,2078.05,United_Kingdom
13629,23,15,3959.86,United_Kingdom
13630,5,7,1576.28,United_Kingdom
13631,100,11,3070.42,United_Kingdom
13632,25,8,3141.2200000000003,United_Kingdom
13634,33,15,3919.56,United_Kingdom
13635,68,4,2765.82,United_Kingdom
13636,37,5,832.72,United_Kingdom
13637,52,3,751.69,United_Kingdom
13638,16,1,112.14,United_Kingdom
13639,74,2,1346.27,United_Kingdom
13642,216,4,508.01,United_Kingdom
13643,31,10,1977.57,United_Kingdom
13644,16,4,2466.5,United_Kingdom
13645,120,1,252.1,United_Kingdom
13646,400,2,286.8,United_Kingdom
13647,10,7,3016.38,United_Kingdom
13648,400,8,1545.45,United_Kingdom
13649,257,6,1513.23,United_Kingdom
13650,17,10,3086.22,United_Kingdom
13651,40,2,211.85,United_Kingdom
13652,46,5,2377.57,United_Kingdom
13653,488,1,152.2,United_Kingdom
13654,43,10,5658.15,United_Kingdom
13655,114,6,2225.71,United_Kingdom
13656,165,4,861.05,United_Kingdom
13657,11,2,382.14,United_Kingdom
13658,10,9,5229.34,United_Kingdom
13659,206,12,4141.58,United_Kingdom
13660,400,1,279.94,United_Kingdom
13661,603,1,325.24,United_Kingdom
13662,86,11,2194.31,United_Kingdom
13663,179,5,1869.41,United_Kingdom
13665,386,3,1578.46,United_Kingdom
13666,60,5,103.4,United_Kingdom
13667,149,1,272.55,United_Kingdom
13669,51,3,293.55,United_Kingdom
13670,75,1,349.7,United_Kingdom
13671,395,1,168.15,United_Kingdom
13672,301,3,194.02,United_Kingdom
13673,19,2,396.92,United_Kingdom
13674,433,1,177.38,United_Kingdom
13675,151,2,424.24,United_Kingdom
13676,539,2,236.70000000000002,United_Kingdom
13677,405,2,511.14,United_Kingdom
13678,152,1,112.67999999999999,United_Kingdom
13679,494,3,187.60000000000002,United_Kingdom
13680,1,12,6786.900000000001,United_Kingdom
13681,18,4,739.0500000000001,United_Kingdom
13682,187,1,25.5,United_Kingdom
13683,458,1,223.20000000000002,United_Kingdom
13684,286,4,395.48,United_Kingdom
13685,3,7,3115.4300000000003,United_Kingdom
13686,183,3,342.15999999999997,United_Kingdom
13687,438,1,8224.2,United_Kingdom
13689,63,2,915.5,United_Kingdom
13690,59,1,172.25,United_Kingdom
13691,396,1,193.28,United_Kingdom
13692,25,5,3064.3,United_Kingdom
13693,374,9,1763.02,United_Kingdom
13695,31,16,2663.03,United_Kingdom
13696,422,3,2020.4,United_Kingdom
13697,39,1,151.3,United_Kingdom
13698,597,2,350.23,United_Kingdom
13699,155,2,746.45,United_Kingdom
13700,26,13,2498.9900000000002,United_Kingdom
13701,447,1,161.0,United_Kingdom
13702,446,1,135.18,United_Kingdom
13703,318,2,406.15999999999997,United_Kingdom
13704,5,9,2113.76,United_Kingdom
13705,8,7,2014.93,United_Kingdom
13706,303,2,616.19,United_Kingdom
13707,267,5,3137.5,United_Kingdom
13708,271,1,277.08,United_Kingdom
13709,4,18,7134.8,United_Kingdom
13710,32,3,442.32,United_Kingdom
13711,219,8,1378.17,United_Kingdom
13712,247,2,766.42,United_Kingdom
13713,408,3,649.63,United_Kingdom
13714,465,1,118.65,United_Kingdom
13715,281,17,7660.78,United_Kingdom
13716,269,1,112.31,United_Kingdom
13717,32,8,1533.26,United_Kingdom
13718,246,2,109.15,United_Kingdom
13719,15,11,2545.94,United_Kingdom
13720,117,4,739.5,United_Kingdom
13721,36,2,694.54,United_Kingdom
13722,132,10,5460.51,United_Kingdom
13723,217,6,1147.25,United_Kingdom
13725,50,8,1852.53,United_Kingdom
13726,39,2,1060.94,United_Kingdom
13727,29,7,708.4,United_Kingdom
13728,37,16,2767.73,United_Kingdom
13729,436,3,654.5500000000001,United_Kingdom
13730,136,2,752.6,United_Kingdom
13731,219,2,509.46,United_Kingdom
13732,28,1,370.44,United_Kingdom
13733,411,2,342.5,United_Kingdom
13734,509,2,116.19,United_Kingdom
13736,5,7,2475.62,United_Kingdom
13737,200,1,291.78,United_Kingdom
13738,396,1,406.8,United_Kingdom
13739,18,2,277.2,United_Kingdom
13740,241,5,1352.24,United_Kingdom
13741,72,3,592.63,United_Kingdom
13742,17,11,2940.02,United_Kingdom
13743,3,7,1341.6,United_Kingdom
13744,95,2,1115.25,United_Kingdom
13745,162,2,738.62,United_Kingdom
13746,414,1,114.99000000000001,United_Kingdom
13747,374,2,249.39999999999998,United_Kingdom
13748,96,9,2268.35,United_Kingdom
13750,54,11,3406.13,United_Kingdom
13751,288,1,123.30000000000001,United_Kingdom
13752,124,7,1368.33,United_Kingdom
13753,288,4,1913.37,United_Kingdom
13754,152,3,436.85,United_Kingdom
13755,4,9,1838.44,United_Kingdom
13758,12,14,8226.2,United_Kingdom
13759,33,2,659.4100000000001,United_Kingdom
13760,54,5,1348.04,United_Kingdom
13761,50,6,1890.43,United_Kingdom
13762,219,5,2472.48,United_Kingdom
13763,63,3,4695.74,United_Kingdom
13764,71,6,2447.34,United_Kingdom
13766,495,1,134.55,United_Kingdom
13769,2,20,5399.49,United_Kingdom
13770,422,4,722.27,United_Kingdom
13771,64,9,5431.92,United_Kingdom
13772,34,8,2847.73,United_Kingdom
13773,397,2,290.14,United_Kingdom
13774,82,1,345.0,United_Kingdom
13775,591,1,874.63,United_Kingdom
13778,103,4,989.59,United_Kingdom
13779,516,1,148.46,United_Kingdom
13780,7,3,597.84,United_Kingdom
13781,251,3,671.28,United_Kingdom
13782,13,13,1574.46,United_Kingdom
13783,488,3,416.85,United_Kingdom
13784,10,14,2397.83,United_Kingdom
13785,429,4,461.09,United_Kingdom
13786,367,6,2644.29,United_Kingdom
13787,76,6,1078.56,United_Kingdom
13788,505,1,3.75,United_Kingdom
13789,388,1,239.46,United_Kingdom
13790,4,1,261.8,United_Kingdom
13791,128,2,1337.0,United_Kingdom
13792,66,3,331.05,United_Kingdom
13794,547,1,51.129999999999995,United_Kingdom
13795,388,4,782.9,United_Kingdom
13796,499,1,241.8,United_Kingdom
13797,437,3,1124.5,United_Kingdom
13799,117,8,2155.72,United_Kingdom
13800,310,3,1610.26,United_Kingdom
13801,67,1,276.9,United_Kingdom
13803,255,3,1252.71,United_Kingdom
13804,31,9,3140.12,United_Kingdom
13805,52,2,378.59999999999997,United_Kingdom
13806,64,1,256.38,United_Kingdom
13807,367,3,449.9,United_Kingdom
13808,6,5,1508.4,United_Kingdom
13809,305,3,557.8,Cyprus
13810,29,2,827.51,Germany
13811,184,2,519.75,Germany
13812,42,3,467.15,Germany
13813,40,8,2155.48,Germany
13814,92,3,2148.62,Germany
13815,22,8,6161.66,Germany
13816,24,2,394.32,Germany
13817,29,2,328.98,Germany
13818,430,1,51.2,United_Kingdom
13819,302,6,2235.45,United_Kingdom
13820,418,3,424.81,United_Kingdom
13821,145,6,1234.06,United_Kingdom
13822,6,2,580.75,United_Kingdom
13823,19,7,2940.87,United_Kingdom
13824,33,12,3001.9500000000003,United_Kingdom
13825,622,2,222.39,United_Kingdom
13826,176,1,139.0,United_Kingdom
13827,58,3,396.46,United_Kingdom
13828,22,1,209.49,United_Kingdom
13829,421,1,102.0,United_Kingdom
13830,582,1,106.45,United_Kingdom
13831,16,18,3665.79,United_Kingdom
13832,19,2,518.79,United_Kingdom
13833,159,2,686.36,United_Kingdom
13834,577,2,160.45,United_Kingdom
13835,25,7,902.91,United_Kingdom
13836,399,2,620.37,United_Kingdom
13837,212,2,255.81,United_Kingdom
13838,6,10,1695.75,United_Kingdom
13839,486,1,17.85,United_Kingdom
13840,416,1,530.2,United_Kingdom
13841,253,1,85.0,United_Kingdom
13842,59,18,5289.33,United_Kingdom
13843,381,1,262.75,United_Kingdom
13844,11,1,361.62,United_Kingdom
13845,65,1,312.98,United_Kingdom
13846,25,4,1261.29,United_Kingdom
13848,92,8,3335.0,United_Kingdom
13849,52,5,3192.23,United_Kingdom
13850,129,1,1533.08,United_Kingdom
13851,96,8,4474.76,United_Kingdom
13852,611,1,115.95,United_Kingdom
13853,57,1,1090.1399999999999,United_Kingdom
13855,501,4,1238.49,United_Kingdom
13856,169,11,1029.48,United_Kingdom
13857,393,6,829.67,United_Kingdom
13858,57,1,216.17000000000002,United_Kingdom
13859,326,2,474.31,United_Kingdom
13860,1,5,1210.5,United_Kingdom
13861,429,2,252.26,United_Kingdom
13862,18,9,2459.5099999999998,United_Kingdom
13863,248,4,917.82,United_Kingdom
13864,387,1,662.4000000000001,United_Kingdom
13865,58,4,501.56,United_Kingdom
13866,74,1,145.67,United_Kingdom
13867,31,3,951.69,United_Kingdom
13868,7,2,3047.77,United_Kingdom
13869,123,10,7267.04,United_Kingdom
13870,2,15,5288.63,United_Kingdom
13871,23,17,7201.85,United_Kingdom
13872,527,3,807.32,United_Kingdom
13873,120,8,896.0600000000001,United_Kingdom
13874,358,7,1177.27,United_Kingdom
13875,54,14,4255.29,United_Kingdom
13876,64,1,122.7,United_Kingdom
13877,86,3,405.64,United_Kingdom
13878,55,4,2423.91,United_Kingdom
13880,21,17,4025.8,United_Kingdom
13882,3,5,1072.93,United_Kingdom
13883,11,14,6259.58,United_Kingdom
13884,7,10,1645.58,United_Kingdom
13885,189,2,457.40000000000003,United_Kingdom
13886,71,1,226.96,United_Kingdom
13887,204,1,264.23,United_Kingdom
13888,120,7,1935.5,United_Kingdom
13889,93,6,1658.53,United_Kingdom
13890,1,14,2786.57,United_Kingdom
13891,378,3,809.71,United_Kingdom
13892,27,6,1224.81,United_Kingdom
13893,298,1,754.6999999999999,United_Kingdom
13894,24,3,469.92,United_Kingdom
13895,28,6,3630.62,United_Kingdom
13897,50,3,1128.72,United_Kingdom
13898,326,2,624.6,United_Kingdom
13899,16,2,388.52,United_Kingdom
13900,183,6,1547.29,United_Kingdom
13901,72,15,4883.28,United_Kingdom
13903,400,1,165.45000000000002,United_Kingdom
13904,37,2,332.64,United_Kingdom
13906,409,1,42.0,United_Kingdom
13908,80,4,2222.35,United_Kingdom
13909,423,2,240.15,United_Kingdom
13911,57,19,3663.77,United_Kingdom
13912,424,1,73.95,United_Kingdom
13913,507,1,42.22,United_Kingdom
13914,12,2,611.45,United_Kingdom
13915,394,1,17.700000000000003,United_Kingdom
13916,464,4,1149.16,United_Kingdom
13917,50,2,272.04,United_Kingdom
13918,50,2,1212.8400000000001,United_Kingdom
13919,59,4,1029.48,Denmark
13920,432,4,1165.74,United_Kingdom
13921,402,4,695.3000000000001,United_Kingdom
13922,352,3,817.5,United_Kingdom
13923,54,1,351.13,United_Kingdom
13924,2,6,1766.73,United_Kingdom
13925,93,4,678.25,United_Kingdom
13926,23,1,180.8,United_Kingdom
13927,75,2,513.66,United_Kingdom
13928,11,4,407.57,United_Kingdom
13929,169,11,2994.36,United_Kingdom
13930,58,2,337.34,United_Kingdom
13931,96,11,4590.13,United_Kingdom
13932,295,1,307.4,United_Kingdom
13933,109,2,608.79,United_Kingdom
13934,264,1,901.8,United_Kingdom
13935,597,3,5980.06,United_Kingdom
13936,180,3,851.36,United_Kingdom
13937,169,2,781.88,United_Kingdom
13938,35,1,71.66,United_Kingdom
13939,23,7,1316.53,United_Kingdom
13940,17,4,824.14,United_Kingdom
13942,535,1,320.0,United_Kingdom
13943,578,1,156.39000000000001,United_Kingdom
13945,395,2,820.7,United_Kingdom
13946,79,6,1466.53,United_Kingdom
13947,65,1,90.60000000000001,United_Kingdom
13948,361,4,516.7,United_Kingdom
13949,3,6,2337.14,United_Kingdom
13950,11,4,645.76,United_Kingdom
13951,176,3,643.25,United_Kingdom
13953,7,12,6479.88,United_Kingdom
13954,2,2,399.92,United_Kingdom
13955,154,3,511.13,United_Kingdom
13956,5,5,969.9399999999999,United_Kingdom
13957,418,3,371.57,United_Kingdom
13958,380,8,4222.63,United_Kingdom
13959,79,6,866.48,United_Kingdom
13960,21,2,230.22,United_Kingdom
13961,392,1,516.8,United_Kingdom
13962,22,3,355.3,United_Kingdom
13963,308,17,2628.99,United_Kingdom
13964,387,2,388.42,United_Kingdom
13965,477,3,976.21,United_Kingdom
13966,435,1,390.86,United_Kingdom
13967,146,2,94.9,United_Kingdom
13968,423,1,123.66,United_Kingdom
13970,386,2,708.85,United_Kingdom
13971,19,14,4223.21,United_Kingdom
13972,71,2,173.65,United_Kingdom
13973,287,1,245.2,United_Kingdom
13974,49,2,638.72,United_Kingdom
13975,31,12,4849.18,United_Kingdom
13976,207,4,1075.88,United_Kingdom
13977,411,1,321.21000000000004,United_Kingdom
13978,15,2,195.94,United_Kingdom
13979,73,6,3009.65,United_Kingdom
13980,60,4,727.2,United_Kingdom
13981,416,1,279.12,United_Kingdom
13982,39,9,3219.35,United_Kingdom
13984,27,12,1430.25,United_Kingdom
13986,17,1,320.46,United_Kingdom
13987,380,2,607.84,United_Kingdom
13988,20,8,4340.09,United_Kingdom
13989,66,5,1863.7,United_Kingdom
13990,213,1,271.3,United_Kingdom
13991,12,6,846.84,United_Kingdom
13992,30,3,219.5,United_Kingdom
13993,43,19,6227.31,United_Kingdom
13994,4,6,2227.44,United_Kingdom
13995,15,14,3798.36,United_Kingdom
13996,386,2,626.64,United_Kingdom
13997,519,3,333.46,United_Kingdom
13998,447,3,515.2,United_Kingdom
14000,211,5,1496.74,United_Kingdom
14001,46,9,3937.31,United_Kingdom
14002,134,2,432.63,United_Kingdom
14004,43,11,6136.25,United_Kingdom
14005,10,5,2758.5,United_Kingdom
14006,116,7,2046.61,United_Kingdom
14007,513,1,66.88,United_Kingdom
14008,432,1,479.04,United_Kingdom
14009,198,3,1041.41,United_Kingdom
14010,565,2,417.85,United_Kingdom
14011,480,2,447.32,United_Kingdom
14012,278,1,263.4,United_Kingdom
14013,110,5,1036.97,United_Kingdom
14014,77,3,1813.1799999999998,United_Kingdom
14015,53,1,917.34,United_Kingdom
14017,571,1,212.05,United_Kingdom
14019,47,3,1421.6100000000001,United_Kingdom
14020,17,4,1122.43,United_Kingdom
14021,155,7,1669.28,United_Kingdom
14022,225,2,725.25,United_Kingdom
14023,7,2,584.07,United_Kingdom
14024,122,3,604.14,United_Kingdom
14025,465,8,3680.62,United_Kingdom
14026,471,2,627.91,United_Kingdom
14027,61,1,104.82,United_Kingdom
14029,63,2,432.26,United_Kingdom
14030,18,20,7415.6,United_Kingdom
14032,2,16,4695.8,United_Kingdom
14033,555,1,109.44,United_Kingdom
14034,22,3,646.77,United_Kingdom
14035,29,9,2300.66,United_Kingdom
14036,285,1,568.9,United_Kingdom
14037,176,6,587.58,United_Kingdom
14038,78,5,2492.78,United_Kingdom
14039,33,2,260.32,United_Kingdom
14041,266,1,87.0,United_Kingdom
14043,491,2,177.09,United_Kingdom
14044,27,10,2684.7,United_Kingdom
14046,284,1,81.6,United_Kingdom
14047,9,14,3608.71,United_Kingdom
14048,305,2,587.09,United_Kingdom
14050,32,2,705.98,United_Kingdom
14052,20,2,440.21,United_Kingdom
14053,124,4,572.3,United_Kingdom
14054,65,1,92.46000000000001,United_Kingdom
14055,106,3,1343.46,United_Kingdom
14058,463,2,434.69,United_Kingdom
14059,267,1,183.6,United_Kingdom
14061,507,3,754.38,United_Kingdom
14064,29,15,3063.33,United_Kingdom
14065,389,3,760.8,United_Kingdom
14066,267,1,152.55,United_Kingdom
14067,64,2,343.42,United_Kingdom
14068,320,4,1234.44,United_Kingdom
14069,515,2,127.44,United_Kingdom
14071,4,8,1372.77,United_Kingdom
14073,32,1,125.53999999999999,United_Kingdom
